Regulon,Size,NES,p.value,FDR,Sign
CDCA7_P,70,1.79,0.0738,0.474,+
CENPK_P,184,1.79,0.0739,0.474,+
ZFAND3_P,59,1.78,0.0745,0.474,+
GTF2H4_P,69,1.78,0.0758,0.474,+
TFAP4_P,144,1.77,0.0761,0.474,+
CD44_P,29,1.77,0.0764,0.474,+
AGRN_P,382,1.77,0.0765,0.474,+
TP53_P,118,1.77,0.0768,0.474,+
STAT1_P,136,1.77,0.0769,0.474,+
KHDRBS1_P,61,1.77,0.0772,0.474,+
IL1A_P,47,1.77,0.0775,0.474,+
CD3EAP_P,64,1.76,0.0782,0.474,+
HDGF_P,76,1.76,0.0784,0.474,+
SMC3_P,69,1.76,0.0787,0.474,+
KIDINS220_P,53,1.76,0.0788,0.474,+
TBC1D2B_P,56,1.76,0.0791,0.474,+
GMNN_P,227,1.75,0.0798,0.474,+
CCNT1_P,380,1.75,0.0807,0.474,+
RUNX2_P,54,1.74,0.0812,0.474,+
ZNF428_P,92,1.74,0.0813,0.474,+
PAK1IP1_P,115,1.74,0.0817,0.474,+
TAOK1_P,173,1.74,0.0821,0.474,+
ERCC6_P,32,1.74,0.0821,0.474,+
PLXNC1_P,127,1.74,0.0825,0.474,+
PTPRK_P,57,1.74,0.0827,0.474,+
HSP90AA1_P,62,1.73,0.0833,0.474,+
APBB2_P,59,1.73,0.0833,0.474,+
RFC4_P,113,1.73,0.0833,0.474,+
CDK8_P,92,1.73,0.0833,0.474,+
ITGA6_P,61,1.73,0.0834,0.474,+
TONSL_P,122,1.73,0.0836,0.474,+
SPG21_P,57,1.72,0.0846,0.474,+
MSH2_P,103,1.72,0.0846,0.474,+
ZNF395_P,64,1.72,0.0848,0.474,+
MAX_P,71,1.72,0.0849,0.474,+
NMI_P,65,1.72,0.0849,0.474,+
BAZ1A_P,92,1.72,0.0851,0.474,+
PHF5A_P,108,1.72,0.0851,0.474,+
RRN3_P,55,1.72,0.0857,0.474,+
CALR_P,54,1.71,0.0865,0.475,+
SNAI2_P,252,1.71,0.0871,0.477,+
TNK1_P,33,1.71,0.0876,0.477,+
SET_P,83,1.7,0.089,0.48,+
FANCD2_P,45,1.7,0.0898,0.482,+
ITGB6_P,38,1.69,0.0904,0.482,+
TAF5L_P,41,1.69,0.0906,0.482,+
ITGAV_P,46,1.69,0.0908,0.482,+
PAWR_P,38,1.69,0.0914,0.482,+
FOXE1_P,95,1.69,0.0914,0.482,+
IFI16_P,62,1.69,0.0915,0.482,+
SMURF2_P,73,1.69,0.0918,0.482,+
ZDHHC24_P,46,1.69,0.0918,0.482,+
IRF5_P,75,1.69,0.0919,0.482,+
CXCL10_P,48,1.68,0.0925,0.482,+
CAV2_P,47,1.68,0.0933,0.482,+
NELFB_P,47,1.68,0.0935,0.482,+
SNIP1_P,40,1.68,0.0936,0.482,+
POLD1_P,103,1.68,0.0936,0.482,+
KHSRP_P,46,1.67,0.094,0.482,+
ZMIZ1_P,41,1.67,0.0946,0.484,+
LOXL2_P,646,1.66,0.096,0.488,+
ZFYVE26_P,146,1.66,0.0964,0.488,+
CHEK2_P,54,1.66,0.0968,0.489,+
STC1_P,34,1.66,0.0969,0.489,+
KIT_P,58,1.66,0.0974,0.49,+
COL1A1_P,113,1.66,0.0978,0.491,+
CCDC59_P,195,1.65,0.0987,0.493,+
TAF6_P,65,1.65,0.0995,0.493,+
NUP93_P,50,1.65,0.0997,0.493,+
HSP90AB1_P,59,1.65,0.0997,0.493,+
TAB1_P,33,1.64,0.101,0.493,+
RUNX1_P,78,1.64,0.101,0.493,+
TP73_P,159,1.64,0.101,0.493,+
JAG1_P,54,1.63,0.102,0.493,+
MKNK1_P,32,1.63,0.103,0.493,+
MCM2_P,162,1.63,0.103,0.493,+
CDC73_P,51,1.63,0.103,0.493,+
SCARB1_P,68,1.63,0.103,0.493,+
RHOG_P,68,1.63,0.104,0.493,+
MYO9B_P,57,1.63,0.104,0.493,+
ATIC_P,44,1.63,0.104,0.493,+
ZNF618_P,92,1.62,0.105,0.493,+
HIF1A_P,180,1.62,0.106,0.493,+
SRC_P,42,1.62,0.106,0.493,+
ARL4C_P,49,1.62,0.106,0.493,+
MYD88_P,69,1.62,0.106,0.493,+
MED27_P,75,1.62,0.106,0.493,+
NKRF_P,92,1.61,0.106,0.493,+
TENM2_P,97,1.61,0.107,0.493,+
DERL1_P,81,1.61,0.107,0.494,+
TRERF1_P,88,1.61,0.108,0.494,+
SFSWAP_P,132,1.61,0.108,0.494,+
IQGAP3_P,26,1.6,0.109,0.494,+
SLTM_P,113,1.6,0.109,0.496,+
TFDP1_P,65,1.6,0.11,0.497,+
RPS6KA4_P,53,1.6,0.111,0.497,+
PADI4_P,188,1.59,0.111,0.497,+
F3_P,28,1.59,0.112,0.497,+
IRF7_P,101,1.59,0.112,0.497,+
YEATS2_P,298,1.59,0.112,0.497,+
SRSF3_P,111,1.58,0.113,0.497,+
PTGES_P,57,1.58,0.113,0.497,+
RAN_P,188,1.58,0.113,0.497,+
FOSL1_P,106,1.58,0.114,0.497,+
HOXD8_P,96,1.58,0.114,0.497,+
GTF2H3_P,125,1.58,0.114,0.497,+
PRKCSH_P,97,1.58,0.115,0.497,+
PPP4C_P,104,1.58,0.115,0.497,+
MTF2_P,61,1.58,0.115,0.497,+
CAV1_P,114,1.57,0.115,0.497,+
PRKCI_P,29,1.57,0.116,0.497,+
AHCTF1_P,90,1.57,0.116,0.497,+
LASP1_P,52,1.57,0.116,0.497,+
MYBBP1A_P,120,1.57,0.116,0.497,+
RBCK1_P,91,1.57,0.116,0.497,+
ITGA1_P,59,1.57,0.117,0.497,+
G3BP1_P,64,1.57,0.117,0.497,+
SP110_P,70,1.57,0.117,0.498,+
DAB2IP_P,52,1.56,0.119,0.504,+
TCERG1_P,122,1.56,0.12,0.504,+
BASP1_P,237,1.56,0.12,0.504,+
TRAF3IP2_P,39,1.55,0.121,0.506,+
FCER1G_P,33,1.55,0.122,0.509,+
YEATS4_P,124,1.54,0.123,0.51,+
NCLN_P,83,1.54,0.123,0.51,+
NRAS_P,54,1.54,0.123,0.51,+
TGFB1I1_P,84,1.54,0.123,0.51,+
PCNA_P,71,1.54,0.124,0.51,+
TSHZ3_P,134,1.54,0.124,0.51,+
ZNRD1_P,96,1.54,0.124,0.51,+
PPP5C_P,27,1.53,0.125,0.51,+
MORC3_P,73,1.53,0.125,0.51,+
NAMPT_P,60,1.53,0.126,0.511,+
MDC1_P,31,1.53,0.126,0.511,+
SLC35B2_P,36,1.53,0.127,0.511,+
RBBP8_P,107,1.52,0.128,0.512,+
PFDN5_P,174,1.52,0.128,0.512,+
TBL3_P,93,1.52,0.129,0.512,+
CNOT1_P,74,1.52,0.129,0.512,+
TP63_P,149,1.52,0.129,0.512,+
VDR_P,181,1.52,0.129,0.512,+
PPT1_P,57,1.52,0.13,0.512,+
MX1_P,68,1.51,0.13,0.512,+
TAF15_P,35,1.51,0.13,0.512,+
FUS_P,38,1.51,0.131,0.512,+
ITGA11_P,35,1.51,0.131,0.512,+
RNF213_P,43,1.51,0.131,0.512,+
JMJD6_P,31,1.51,0.131,0.512,+
SH3BGRL_P,51,1.51,0.131,0.512,+
SOD2_P,30,1.51,0.132,0.513,+
CDK18_P,59,1.5,0.133,0.513,+
AKAP13_P,31,1.5,0.134,0.516,+
WDR12_P,80,1.49,0.136,0.517,+
NOC2L_P,250,1.49,0.136,0.519,+
NUFIP1_P,99,1.49,0.137,0.522,+
DFFA_P,54,1.48,0.138,0.522,+
CDK7_P,49,1.48,0.138,0.522,+
DR1_P,196,1.48,0.138,0.522,+
NAT14_P,74,1.48,0.139,0.522,+
CASP1_P,48,1.48,0.139,0.522,+
TFB2M_P,243,1.48,0.139,0.522,+
ACTL6A_P,72,1.48,0.139,0.522,+
NACC2_P,140,1.48,0.139,0.522,+
ATM_P,40,1.48,0.14,0.522,+
GPS1_P,62,1.48,0.14,0.522,+
PHF6_P,84,1.48,0.14,0.522,+
HNRNPAB_P,34,1.47,0.14,0.522,+
REXO4_P,25,1.47,0.141,0.524,+
ZNF280C_P,111,1.47,0.142,0.524,+
PLEKHG2_P,37,1.47,0.142,0.524,+
GTF2A1_P,301,1.47,0.142,0.524,+
FLNA_P,45,1.47,0.142,0.524,+
HLTF_P,184,1.47,0.142,0.524,+
RAB8B_P,34,1.46,0.144,0.527,+
PDGFC_P,95,1.46,0.144,0.527,+
CASP8_P,46,1.46,0.145,0.53,+
ZC3H7A_P,47,1.45,0.146,0.531,+
CASP2_P,38,1.45,0.146,0.531,+
CBX3_P,181,1.45,0.147,0.533,+
CASP7_P,59,1.44,0.149,0.537,+
ZNF48_P,91,1.44,0.15,0.537,+
LRPPRC_P,317,1.44,0.15,0.537,+
L3MBTL3_P,233,1.44,0.15,0.537,+
CHD2_P,28,1.43,0.151,0.538,+
ZC3H3_P,66,1.43,0.152,0.538,+
PKD2_P,76,1.43,0.152,0.538,+
ZNF511_P,40,1.43,0.152,0.538,+
PARP14_P,205,1.43,0.153,0.54,+
NSMCE1_P,77,1.43,0.154,0.541,+
APAF1_P,42,1.42,0.154,0.541,+
ZFR_P,77,1.42,0.155,0.541,+
PDIA3_P,56,1.42,0.156,0.541,+
DDX10_P,77,1.42,0.156,0.541,+
MYC_P,87,1.42,0.156,0.541,+
PQBP1_P,93,1.42,0.156,0.541,+
CERS2_P,126,1.42,0.156,0.542,+
GNB1L_P,30,1.42,0.157,0.543,+
SGF29_P,257,1.41,0.157,0.543,+
MED25_P,112,1.41,0.158,0.545,+
TIFA_P,38,1.41,0.159,0.545,+
PUF60_P,65,1.41,0.159,0.545,+
SIVA1_P,111,1.41,0.159,0.545,+
PIP5K1A_P,50,1.4,0.16,0.547,+
GTF2E1_P,92,1.4,0.16,0.547,+
NET1_P,29,1.4,0.162,0.548,+
PRKCA_P,26,1.4,0.162,0.549,+
NAA15_P,131,1.4,0.163,0.55,+
MAP3K5_P,32,1.39,0.163,0.55,+
UBA52_P,109,1.39,0.165,0.551,+
DDX20_P,93,1.39,0.165,0.551,+
STAT6_P,47,1.39,0.166,0.551,+
ABCG1_P,130,1.39,0.166,0.551,+
ATR_P,58,1.38,0.166,0.551,+
ARID3A_P,81,1.38,0.166,0.551,+
OMD_P,40,1.38,0.166,0.551,+
VEGFA_P,36,1.38,0.167,0.551,+
BCAR3_P,48,1.38,0.167,0.551,+
EN1_P,110,1.38,0.167,0.551,+
FOXP3_P,79,1.38,0.168,0.554,+
AATF_P,83,1.38,0.169,0.555,+
ZNHIT2_P,40,1.37,0.169,0.555,+
IL1B_P,37,1.37,0.17,0.555,+
CIR1_P,54,1.37,0.171,0.557,+
ZNF148_P,31,1.37,0.171,0.557,+
ACIN1_P,54,1.36,0.173,0.557,+
RAD21_P,37,1.36,0.173,0.557,+
PC_P,58,1.36,0.173,0.557,+
PTPRE_P,101,1.36,0.174,0.557,+
PPP2R5B_P,58,1.36,0.174,0.557,+
ADGRG3_P,33,1.35,0.175,0.559,+
MAPKAPK2_P,44,1.35,0.176,0.56,+
RAB35_P,52,1.35,0.178,0.563,+
MUTYH_P,63,1.35,0.178,0.564,+
MACF1_P,91,1.34,0.179,0.564,+
CSNK1A1_P,73,1.34,0.179,0.564,+
CNOT2_P,141,1.34,0.179,0.564,+
DDX17_P,62,1.34,0.182,0.567,+
ZNF207_P,80,1.34,0.182,0.567,+
ASAP1_P,45,1.33,0.183,0.567,+
LGALS1_P,110,1.33,0.183,0.567,+
SSBP4_P,90,1.33,0.183,0.567,+
CNOT7_P,50,1.33,0.183,0.567,+
GNB4_P,44,1.33,0.183,0.567,+
ANP32A_P,61,1.33,0.183,0.567,+
XPC_P,65,1.33,0.183,0.567,+
SUB1_P,36,1.33,0.185,0.57,+
ECE1_P,81,1.32,0.186,0.572,+
ITPR1_P,46,1.32,0.186,0.572,+
UTP11_P,89,1.32,0.187,0.574,+
DDX54_P,64,1.32,0.188,0.574,+
HDAC2_P,59,1.31,0.189,0.574,+
TDG_P,247,1.31,0.189,0.574,+
EWSR1_P,70,1.31,0.189,0.574,+
ICAM1_P,359,1.31,0.19,0.575,+
WFS1_P,55,1.31,0.191,0.577,+
TYROBP_P,41,1.3,0.192,0.577,+
ENO1_P,102,1.3,0.192,0.577,+
SIAH2_P,32,1.3,0.192,0.577,+
CCNL1_P,196,1.3,0.194,0.577,+
LZTR1_P,78,1.3,0.194,0.577,+
GNA12_P,89,1.3,0.194,0.577,+
ENY2_P,135,1.3,0.195,0.577,+
ANGPTL4_P,31,1.29,0.195,0.577,+
XPO1_P,49,1.29,0.196,0.577,+
PRMT5_P,130,1.29,0.196,0.577,+
POFUT1_P,47,1.29,0.196,0.577,+
CSDE1_P,77,1.29,0.198,0.578,+
RAB31_P,44,1.29,0.198,0.578,+
NELFA_P,166,1.29,0.198,0.578,+
TCF12_P,59,1.29,0.198,0.578,+
CCM2_P,86,1.29,0.198,0.578,+
PKNOX1_P,67,1.28,0.199,0.579,+
CARD10_P,33,1.28,0.2,0.58,+
RPL22_P,32,1.28,0.2,0.58,+
TRIP11_P,122,1.28,0.201,0.58,+
MAPKAPK5_P,36,1.28,0.202,0.583,+
RPL6_P,174,1.27,0.203,0.585,+
TRAF7_P,66,1.27,0.203,0.585,+
IKBKE_P,44,1.27,0.206,0.588,+
KLF16_P,56,1.26,0.207,0.588,+
MBIP_P,34,1.26,0.207,0.588,+
SMARCA5_P,58,1.26,0.208,0.588,+
ELP2_P,154,1.26,0.208,0.588,+
PRKCD_P,116,1.26,0.208,0.588,+
ZBTB9_P,119,1.26,0.208,0.588,+
MAZ_P,104,1.26,0.209,0.588,+
ELL_P,206,1.26,0.209,0.588,+
HDAC7_P,254,1.26,0.209,0.588,+
TSFM_P,43,1.26,0.209,0.588,+
FBXO6_P,41,1.25,0.21,0.588,+
CBX5_P,102,1.25,0.21,0.588,+
SHANK2_P,107,1.25,0.21,0.588,+
CHAF1A_P,145,1.25,0.211,0.588,+
PPP1R8_P,109,1.25,0.211,0.588,+
RANBP1_P,57,1.25,0.212,0.588,+
CSK_P,43,1.25,0.212,0.588,+
ACTR5_P,116,1.25,0.212,0.588,+
PTPRG_P,37,1.25,0.212,0.588,+
HEXIM1_P,121,1.25,0.212,0.588,+
FAT1_P,30,1.25,0.212,0.588,+
RUVBL2_P,89,1.24,0.213,0.59,+
MNDA_P,426,1.24,0.213,0.59,+
CUX1_P,100,1.24,0.214,0.591,+
RHOC_P,58,1.24,0.215,0.591,+
CBX2_P,114,1.24,0.215,0.591,+
ZDHHC3_P,81,1.24,0.216,0.591,+
TBC1D22B_P,29,1.24,0.216,0.591,+
PDGFRB_P,69,1.24,0.217,0.591,+
POU2F2_P,29,1.23,0.217,0.591,+
CNBP_P,105,1.23,0.217,0.591,+
PSEN1_P,31,1.23,0.217,0.591,+
SMAD4_P,53,1.23,0.219,0.591,+
CBLC_P,63,1.23,0.219,0.591,+
NRBF2_P,280,1.23,0.22,0.592,+
SNAPC4_P,140,1.22,0.222,0.595,+
PA2G4_P,141,1.22,0.223,0.595,+
STAG2_P,55,1.22,0.223,0.595,+
AFAP1L2_P,43,1.22,0.223,0.595,+
ZC3H18_P,43,1.21,0.225,0.598,+
RAP1GDS1_P,45,1.21,0.225,0.598,+
APH1A_P,39,1.21,0.225,0.598,+
RERE_P,75,1.21,0.225,0.598,+
HOMER3_P,108,1.21,0.226,0.598,+
TFRC_P,77,1.21,0.227,0.598,+
RIN3_P,40,1.21,0.227,0.598,+
EEF1E1_P,80,1.21,0.227,0.598,+
ERCC3_P,130,1.2,0.229,0.6,+
NDRG1_P,70,1.2,0.23,0.601,+
ARL2BP_P,48,1.2,0.231,0.601,+
ZNF644_P,45,1.2,0.231,0.601,+
RASSF7_P,33,1.2,0.231,0.601,+
IPO7_P,72,1.2,0.232,0.601,+
RARG_P,64,1.2,0.232,0.601,+
CKS1B_P,175,1.19,0.232,0.601,+
TFIP11_P,40,1.19,0.233,0.601,+
DOK3_P,44,1.19,0.233,0.601,+
HMGA1_P,129,1.19,0.233,0.601,+
STRN3_P,117,1.19,0.234,0.601,+
TARBP2_P,114,1.19,0.234,0.601,+
SF3B1_P,69,1.19,0.235,0.601,+
LITAF_P,100,1.19,0.235,0.601,+
CLTC_P,63,1.19,0.236,0.601,+
MSH6_P,71,1.19,0.236,0.601,+
EHMT1_P,52,1.19,0.236,0.601,+
MED23_P,39,1.18,0.236,0.601,+
ZNF106_P,140,1.18,0.236,0.601,+
ELK3_P,152,1.18,0.236,0.601,+
RAB12_P,45,1.18,0.236,0.601,+
ZDHHC17_P,135,1.18,0.237,0.602,+
CERS6_P,48,1.18,0.237,0.602,+
HSF1_P,58,1.18,0.24,0.602,+
MBD3_P,138,1.18,0.24,0.602,+
PPP1R12A_P,45,1.17,0.241,0.602,+
SLC9A1_P,64,1.17,0.241,0.602,+
ATXN1_P,245,1.17,0.241,0.602,+
XRN2_P,48,1.17,0.243,0.603,+
TGFBR2_P,72,1.17,0.243,0.603,+
TBC1D10B_P,40,1.17,0.244,0.603,+
RPL7_P,106,1.17,0.244,0.603,+
ITGB5_P,72,1.16,0.244,0.603,+
RGS19_P,28,1.16,0.244,0.603,+
TUSC3_P,60,1.16,0.245,0.603,+
PNN_P,153,1.16,0.245,0.603,+
PSMC3_P,27,1.16,0.246,0.603,+
STK10_P,46,1.16,0.246,0.603,+
PPP1R13L_P,283,1.16,0.246,0.603,+
PFN1_P,205,1.16,0.246,0.603,+
DNM1L_P,66,1.15,0.248,0.606,+
RBM14_P,47,1.15,0.248,0.606,+
APOL3_P,41,1.15,0.249,0.607,+
MBD4_P,62,1.15,0.249,0.607,+
TNFRSF10B_P,40,1.15,0.251,0.607,+
BNC1_P,248,1.15,0.251,0.607,+
PRDM2_P,58,1.15,0.252,0.609,+
ZBTB24_P,36,1.14,0.253,0.611,+
RNF2_P,112,1.14,0.254,0.612,+
RHEB_P,48,1.14,0.255,0.613,+
ZNHIT6_P,69,1.14,0.255,0.613,+
BRAP_P,45,1.14,0.255,0.613,+
GSPT1_P,53,1.14,0.256,0.614,+
ZNF792_P,38,1.13,0.257,0.615,+
AEBP1_P,158,1.13,0.257,0.615,+
SAFB_P,176,1.13,0.258,0.615,+
CCAR1_P,156,1.13,0.258,0.615,+
STAT4_P,120,1.13,0.259,0.615,+
THY1_P,86,1.13,0.26,0.615,+
MCM3_P,55,1.13,0.26,0.615,+
EXT2_P,52,1.13,0.26,0.615,+
TCEB1_P,93,1.12,0.261,0.615,+
TLE4_P,73,1.12,0.261,0.615,+
HSPA5_P,35,1.12,0.261,0.615,+
LZTS1_P,63,1.12,0.261,0.615,+
