NFKB1	interacts-with	GLI1
NFKB1	interacts-with	SNAP23
NFKB1	interacts-with	RSL1D1
NFKB1	interacts-with	DES
NFKB1	interacts-with	MEST
NFKB1	interacts-with	TMC6
NFKB1	interacts-with	LARP6
NFKB1	interacts-with	EZH2
NFKB1	interacts-with	BRAF
NFKB1	interacts-with	FAS
NFKB1	interacts-with	ADRB3
NFKB1	interacts-with	TP53
NFKB1	interacts-with	CD248
NFKB1	interacts-with	DECR1
NFKB1	interacts-with	NFATC2
NFKB1	interacts-with	PLCG1
NFKB1	interacts-with	IL13
NFKB1	interacts-with	DYSF
NFKB1	interacts-with	STAP2
NFKB1	interacts-with	TRIM24
NFKB1	interacts-with	ZNF467
NFKB1	interacts-with	AXL
NFKB1	interacts-with	CAD
NFKB1	interacts-with	SCN5A
NFKB1	interacts-with	IKZF2
NFKB1	interacts-with	CSF1
NFKB1	interacts-with	IGHG3
NFKB1	interacts-with	TTR
NFKB1	interacts-with	TRIP10
NFKB1	interacts-with	PNPLA3
NFKB1	interacts-with	PUM1
NFKB1	interacts-with	MIR425
NFKB1	interacts-with	CCAR2
NFKB1	interacts-with	S100B
NFKB1	interacts-with	MVK
NFKB1	interacts-with	APLN
NFKB1	interacts-with	SUV39H1
NFKB1	interacts-with	MFN2
NFKB1	interacts-with	KRT15
NFKB1	interacts-with	TFPI
NFKB1	interacts-with	BCKDHA
NFKB1	interacts-with	PPM1B
NFKB1	interacts-with	RARA
NFKB1	interacts-with	PLSCR1
NFKB1	interacts-with	NCKAP1
NFKB1	interacts-with	FOXN3
NFKB1	interacts-with	MIR335
NFKB1	interacts-with	RNF34
NFKB1	interacts-with	CHERP
NFKB1	interacts-with	PDE4A
NFKB1	interacts-with	GIF
NFKB1	interacts-with	TNIP3
NFKB1	interacts-with	PDE6C
NFKB1	interacts-with	CD22
NFKB1	interacts-with	CD8A
NFKB1	interacts-with	CLDN1
NFKB1	interacts-with	LGALS9
NFKB1	interacts-with	ITGA2B
NFKB1	interacts-with	RARB
NFKB1	interacts-with	PSMB8
NFKB1	interacts-with	MCM10
NFKB1	interacts-with	LY75
NFKB1	interacts-with	KITLG
NFKB1	interacts-with	CD180
NFKB1	interacts-with	HK1
NFKB1	interacts-with	LEP
NFKB1	interacts-with	ABL1
NFKB1	interacts-with	IQGAP2
NFKB1	interacts-with	SFTPA1
NFKB1	interacts-with	CD63
NFKB1	interacts-with	CDKN1B
NFKB1	interacts-with	EP300
NFKB1	interacts-with	HBZ
NFKB1	interacts-with	TFRC
NFKB1	interacts-with	MIR152
NFKB1	interacts-with	EIF3M
NFKB1	interacts-with	DDX50
NFKB1	interacts-with	TPX2
NFKB1	interacts-with	ATIC
NFKB1	interacts-with	PCSK9
NFKB1	interacts-with	MAOA
NFKB1	interacts-with	UMOD
NFKB1	interacts-with	NMBR
NFKB1	interacts-with	IL2
NFKB1	interacts-with	MTFMT
NFKB1	interacts-with	PADI1
NFKB1	interacts-with	GRM3
NFKB1	interacts-with	TRIP13
NFKB1	interacts-with	RPL14
NFKB1	interacts-with	TNFAIP8L3
NFKB1	interacts-with	MIR301A
NFKB1	interacts-with	MIR517A
NFKB1	interacts-with	MIR132
NFKB1	interacts-with	MARK4
NFKB1	interacts-with	H2AFY
NFKB1	interacts-with	RNF213
NFKB1	interacts-with	LRG1
NFKB1	interacts-with	CTH
NFKB1	interacts-with	PTPRA
NFKB1	interacts-with	SHCBP1
NFKB1	interacts-with	SKP1
NFKB1	interacts-with	DIRAS2
NFKB1	interacts-with	FSTL3
NFKB1	interacts-with	PSMC6
NFKB1	interacts-with	IKBKE
NFKB1	interacts-with	NR4A3
NFKB1	interacts-with	GRAP
NFKB1	interacts-with	PPP2R1A
NFKB1	interacts-with	NOTCH4
NFKB1	interacts-with	SEMA7A
NFKB1	interacts-with	GHSR
NFKB1	interacts-with	BCHE
NFKB1	interacts-with	FOXS1
NFKB1	interacts-with	OPRM1
NFKB1	interacts-with	CD5L
NFKB1	interacts-with	RHCG
NFKB1	interacts-with	OPA1
NFKB1	interacts-with	SDC1
NFKB1	interacts-with	PACRG
NFKB1	interacts-with	FABP5
NFKB1	interacts-with	GTF2B
NFKB1	interacts-with	MX2
NFKB1	interacts-with	RBPJ
NFKB1	interacts-with	CD81
NFKB1	interacts-with	OGG1
NFKB1	interacts-with	PDHA1
NFKB1	interacts-with	TDG
NFKB1	interacts-with	NPTN
NFKB1	interacts-with	LRR1
NFKB1	interacts-with	RUNX1
NFKB1	interacts-with	RIC8B
NFKB1	interacts-with	MAML1
NFKB1	interacts-with	SUZ12
NFKB1	interacts-with	AFTPH
NFKB1	interacts-with	ZC3H13
NFKB1	interacts-with	CD72
NFKB1	interacts-with	DNMT3B
NFKB1	interacts-with	ISL1
NFKB1	interacts-with	CSMD1
NFKB1	interacts-with	PLXNB1
NFKB1	interacts-with	OXGR1
NFKB1	interacts-with	WNT5B
NFKB1	interacts-with	MARVELD2
NFKB1	interacts-with	SHF
NFKB1	interacts-with	DMP1
NFKB1	interacts-with	NINL
NFKB1	interacts-with	NECTIN1
NFKB1	interacts-with	SYNJ2BP
NFKB1	interacts-with	NR2C2
NFKB1	interacts-with	CDKL2
NFKB1	interacts-with	AKNA
NFKB1	interacts-with	TRIM5
NFKB1	interacts-with	KIF20A
NFKB1	interacts-with	SCARA3
NFKB1	interacts-with	COL18A1
NFKB1	interacts-with	FNDC5
NFKB1	interacts-with	TBX1
NFKB1	interacts-with	NMI
NFKB1	interacts-with	TRIM14
NFKB1	interacts-with	TREH
NFKB1	interacts-with	WNT2B
NFKB1	interacts-with	SIGLEC9
NFKB1	interacts-with	SKAP2
NFKB1	interacts-with	CSF1R
NFKB1	interacts-with	ADRA1A
NFKB1	interacts-with	LDHA
NFKB1	interacts-with	MIR338
NFKB1	interacts-with	ITGA7
NFKB1	interacts-with	SF3B3
NFKB1	interacts-with	EPHB4
NFKB1	interacts-with	TMPO
NFKB1	interacts-with	USP7
NFKB1	interacts-with	SLC39A1
NFKB1	interacts-with	ABCB11
NFKB1	interacts-with	LRRC4
NFKB1	interacts-with	S100P
NFKB1	interacts-with	CSNK1D
NFKB1	interacts-with	TNFAIP8L2
NFKB1	interacts-with	PHKB
NFKB1	interacts-with	ZFPM2-AS1
NFKB1	interacts-with	LDHAL6A
NFKB1	interacts-with	GPX3
NFKB1	interacts-with	C1QBP
NFKB1	interacts-with	OXER1
NFKB1	interacts-with	IL10RA
NFKB1	interacts-with	ORMDL3
NFKB1	interacts-with	MIR185
NFKB1	interacts-with	RPL8
NFKB1	interacts-with	DLGAP4
NFKB1	interacts-with	GRK6
NFKB1	interacts-with	IL15
NFKB1	interacts-with	C5AR2
NFKB1	interacts-with	STOML2
NFKB1	interacts-with	MIR96
NFKB1	interacts-with	SLC40A1
NFKB1	interacts-with	EDNRA
NFKB1	interacts-with	TGFBI
NFKB1	interacts-with	SRPK1
NFKB1	interacts-with	LAMC2
NFKB1	interacts-with	SMPD2
NFKB1	interacts-with	UBE2L6
NFKB1	interacts-with	ATXN1
NFKB1	interacts-with	KDM1A
NFKB1	interacts-with	NASP
NFKB1	interacts-with	TMOD1
NFKB1	interacts-with	TCEAL1
NFKB1	interacts-with	MIR4521
NFKB1	interacts-with	PHF2
NFKB1	interacts-with	PLTP
NFKB1	interacts-with	HOXC6
NFKB1	interacts-with	LAIR1
NFKB1	interacts-with	BCAP31
NFKB1	interacts-with	HAND2
NFKB1	interacts-with	CHST2
NFKB1	interacts-with	RPS14
NFKB1	interacts-with	FKBP3
NFKB1	interacts-with	NTRK3
NFKB1	interacts-with	RAB43
NFKB1	interacts-with	PABPN1
NFKB1	interacts-with	CLEC12A
NFKB1	interacts-with	RPS28
NFKB1	interacts-with	RPSA
NFKB1	interacts-with	HSPA1L
NFKB1	interacts-with	SEMG2
NFKB1	interacts-with	SLC5A3
NFKB1	interacts-with	TAGLN3
NFKB1	interacts-with	MDH1B
NFKB1	interacts-with	ZBTB9
NFKB1	interacts-with	TLN2
NFKB1	interacts-with	YME1L1
NFKB1	interacts-with	AXIN1
NFKB1	interacts-with	PPP3R1
NFKB1	interacts-with	NCS1
NFKB1	interacts-with	SCCPDH
NFKB1	interacts-with	NDE1
NFKB1	interacts-with	DSTYK
NFKB1	interacts-with	PSMC2
NFKB1	interacts-with	CBR4
NFKB1	interacts-with	HMGCS2
NFKB1	interacts-with	ACTBL2
NFKB1	interacts-with	H2AFZ
NFKB1	interacts-with	SCD
NFKB1	interacts-with	SEMG1
NFKB1	interacts-with	PAX8
NFKB1	interacts-with	SLC34A2
NFKB1	interacts-with	DNA2
NFKB1	interacts-with	PARP9
NFKB1	interacts-with	ACBD6
NFKB1	interacts-with	MIR3184
NFKB1	interacts-with	WT1
NFKB1	interacts-with	CEP112
NFKB1	interacts-with	CENPE
NFKB1	interacts-with	UBAP2
NFKB1	interacts-with	ZBTB40
NFKB1	interacts-with	PA2G4
NFKB1	interacts-with	VENTX
NFKB1	interacts-with	GNAI2
NFKB1	interacts-with	THEMIS2
NFKB1	interacts-with	LITAF
NFKB1	interacts-with	SLC39A6
NFKB1	interacts-with	CSK
NFKB1	interacts-with	LRP8
NFKB1	interacts-with	FCRL5
NFKB1	interacts-with	PPM1N
NFKB1	interacts-with	ATAD1
NFKB1	interacts-with	QRSL1
NFKB1	interacts-with	NDUFA10
NFKB1	interacts-with	IQSEC1
NFKB1	interacts-with	BCL9L
NFKB1	interacts-with	GUK1
NFKB1	interacts-with	TRIB2
NFKB1	interacts-with	ACVR2B
NFKB1	interacts-with	HLA-DOB
NFKB1	interacts-with	NACA
NFKB1	interacts-with	SPINK5
NFKB1	interacts-with	H3F3B
NFKB1	interacts-with	C2CD4C
NFKB1	interacts-with	ATP4A
NFKB1	interacts-with	PDCD10
NFKB1	interacts-with	BCAT1
NFKB1	interacts-with	ABAT
NFKB1	interacts-with	PNPLA7
NFKB1	interacts-with	SORD
NFKB1	interacts-with	WDR20
NFKB1	interacts-with	LILRA2
NFKB1	interacts-with	PIKFYVE
NFKB1	interacts-with	GUCY1B3
NFKB1	interacts-with	DISC1
NFKB1	interacts-with	NDUFB7
NFKB1	interacts-with	MUC12
NFKB1	interacts-with	DAZAP1
NFKB1	interacts-with	MTPAP
NFKB1	interacts-with	HCLS1
NFKB1	interacts-with	UNG
NFKB1	interacts-with	CXXC1
NFKB1	interacts-with	KRT9
NFKB1	interacts-with	NME5
NFKB1	interacts-with	ZNF143
NFKB1	interacts-with	MYO19
NFKB1	interacts-with	GAK
NFKB1	interacts-with	CDC26
NFKB1	interacts-with	TKTL2
NFKB1	interacts-with	MINK1
NFKB1	interacts-with	MAMSTR
NFKB1	interacts-with	MIR103A2
NFKB1	interacts-with	MYBBP1A
NFKB1	interacts-with	ACO1
NFKB1	interacts-with	H3F3C
NFKB1	interacts-with	MYO10
NFKB1	interacts-with	IFNLR1
NFKB1	interacts-with	RPGR
NFKB1	interacts-with	RAD23A
NFKB1	interacts-with	HSD17B8
NFKB1	interacts-with	MYO18A
NFKB1	interacts-with	SFRP5
NFKB1	interacts-with	STIP1
NFKB1	interacts-with	SCAF11
NFKB1	interacts-with	STX11
NFKB1	interacts-with	OSMR
NFKB1	interacts-with	KRT16
NFKB1	interacts-with	ZNF169
NFKB1	interacts-with	DNAJA4
NFKB1	interacts-with	ATAD3B
NFKB1	interacts-with	C1QC
NFKB1	interacts-with	PRKACB
NFKB1	interacts-with	CYP7A1
NFKB1	interacts-with	EIF3G
NFKB1	interacts-with	MDN1
NFKB1	interacts-with	LARP1
NFKB1	interacts-with	RGS12
NFKB1	interacts-with	HLA-DPB1
NFKB1	interacts-with	CTSF
NFKB1	interacts-with	DHX33
NFKB1	interacts-with	ZNF395
NFKB1	interacts-with	FBN1
NFKB1	interacts-with	YEATS2
NFKB1	interacts-with	KIFC1
NFKB1	interacts-with	PDXP
NFKB1	interacts-with	SYNCRIP
NFKB1	interacts-with	NDUFA8
NFKB1	interacts-with	ABCC3
NFKB1	interacts-with	LAMB1
NFKB1	interacts-with	P2RY4
NFKB1	interacts-with	MIR196A2
NFKB1	interacts-with	ACADL
NFKB1	interacts-with	TVP23B
NFKB1	interacts-with	MUTYH
NFKB1	interacts-with	MYL9
NFKB1	interacts-with	RBM14
NFKB1	interacts-with	MIR942
NFKB1	interacts-with	MIR450A2
NFKB1	interacts-with	GLUD1
NFKB1	interacts-with	PRX
NFKB1	interacts-with	ARF4
NFKB1	interacts-with	RBP1
NFKB1	interacts-with	UBE2A
NFKB1	interacts-with	UBA6
NFKB1	interacts-with	KDM4B
NFKB1	interacts-with	ENPEP
NFKB1	interacts-with	ZC3H7A
NFKB1	interacts-with	CD101
NFKB1	interacts-with	GMNC
NFKB1	interacts-with	MIR486-2
NFKB1	interacts-with	SMARCD1
NFKB1	interacts-with	TUBB3
NFKB1	interacts-with	C6orf89
NFKB1	interacts-with	MIR218-2
NFKB1	interacts-with	H3F3A
NFKB1	interacts-with	HNRNPF
NFKB1	interacts-with	CIDEA
NFKB1	interacts-with	DGKG
NFKB1	interacts-with	B4GALNT1
NFKB1	interacts-with	MIRLET7D
NFKB1	interacts-with	RBMS2
NFKB1	interacts-with	GPR108
NFKB1	interacts-with	WDR35
NFKB1	interacts-with	PRKG2
NFKB1	interacts-with	TMEM26
NFKB1	interacts-with	HIST1H4A
NFKB1	interacts-with	TRPM6
NFKB1	interacts-with	CSNK1G3
NFKB1	interacts-with	ABCD2
NFKB1	interacts-with	MSRB1
NFKB1	interacts-with	HIST1H2BE
NFKB1	interacts-with	G0S2
NFKB1	interacts-with	PIGG
NFKB1	interacts-with	HES5
NFKB1	interacts-with	AMPH
NFKB1	interacts-with	TRPM3
NFKB1	interacts-with	HMMR
NFKB1	interacts-with	ARSH
NFKB1	interacts-with	HEBP2
NFKB1	interacts-with	TMED1
NFKB1	interacts-with	TMEM259
NFKB1	interacts-with	SYT11
NFKB1	interacts-with	CLSTN3
NFKB1	interacts-with	GRWD1
NFKB1	interacts-with	LMAN1
NFKB1	interacts-with	SORBS2
NFKB1	interacts-with	SLC28A1
NFKB1	interacts-with	MCF2
NFKB1	interacts-with	NOCT
NFKB1	interacts-with	MTUS1
NFKB1	interacts-with	CPEB1
NFKB1	interacts-with	BOK
NFKB1	interacts-with	NPLOC4
NFKB1	interacts-with	TAF9
NFKB1	interacts-with	AK6
NFKB1	interacts-with	NRBP2
NFKB1	interacts-with	MARCH7
NFKB1	interacts-with	MRPL34
NFKB1	interacts-with	FBXO6
NFKB1	interacts-with	TMEM120A
NFKB1	interacts-with	MIR328
NFKB1	interacts-with	RFFL
NFKB1	interacts-with	P3H3
NFKB1	interacts-with	CAMLG
NFKB1	interacts-with	MAD1L1
NFKB1	interacts-with	MIPEP
NFKB1	interacts-with	ACBD3
NFKB1	interacts-with	RUFY3
NFKB1	interacts-with	PIGZ
NFKB1	interacts-with	ASIP
NFKB1	interacts-with	BNIP1
NFKB1	interacts-with	GIT1
NFKB1	interacts-with	MIR653
NFKB1	interacts-with	YBX3
NFKB1	interacts-with	GFPT1
NFKB1	interacts-with	MIR765
NFKB1	interacts-with	SYT17
NFKB1	interacts-with	CDYL2
NFKB1	interacts-with	NMB
NFKB1	interacts-with	CLCN1
NFKB1	interacts-with	UNC50
NFKB1	interacts-with	TRH
NFKB1	interacts-with	ARHGEF26
NFKB1	interacts-with	SNRPG
NFKB1	interacts-with	CDCA5
NFKB1	interacts-with	ENTPD2
NFKB1	interacts-with	DCAF1
NFKB1	interacts-with	ANKMY2
NFKB1	interacts-with	HIST1H3G
NFKB1	interacts-with	RBM47
NFKB1	interacts-with	HIRA
NFKB1	interacts-with	PARG
NFKB1	interacts-with	WSB2
NFKB1	interacts-with	DLST
NFKB1	interacts-with	PRAMEF1
NFKB1	interacts-with	HEIH
NFKB1	interacts-with	PLCL1
NFKB1	interacts-with	RYR1
NFKB1	interacts-with	DERA
NFKB1	interacts-with	PARPBP
NFKB1	interacts-with	MGAT1
NFKB1	interacts-with	SCTR
NFKB1	interacts-with	ALAS1
NFKB1	interacts-with	MIR193A
NFKB1	interacts-with	ADAMTS16
NFKB1	interacts-with	ATOX1
NFKB1	interacts-with	AGPAT4
NFKB1	interacts-with	TFCP2L1
ERN1	interacts-with	RAD51
ERN1	interacts-with	DEPTOR
ERN1	interacts-with	SSB
ERN1	interacts-with	MAP2K2
ERN1	interacts-with	CSNK2B
ERN1	interacts-with	CASP5
ERN1	interacts-with	COL1A2
ERN1	interacts-with	HMGB1
ERN1	interacts-with	PHLDA1
ERN1	interacts-with	ACKR1
ERN1	interacts-with	GLI3
ERN1	interacts-with	COL2A1
ERN1	interacts-with	HSPA4L
ERN1	interacts-with	BAP1
ERN1	interacts-with	PPP1R12C
ERN1	interacts-with	P4HA2
ERN1	interacts-with	COL1A1
ERN1	interacts-with	CLGN
ERN1	interacts-with	HTRA2
ERN1	interacts-with	PAICS
ERN1	interacts-with	SP6
ERN1	interacts-with	CDKN1B
ERN1	interacts-with	BRAF
ERN1	interacts-with	GFPT1
ERN1	interacts-with	FNDC5
ERN1	interacts-with	PDCD1
ERN1	interacts-with	ADNP
ERN1	interacts-with	RP11-566K11.2
ERN1	interacts-with	TNF
ERN1	interacts-with	SMPD2
ERN1	interacts-with	SNRPD3
ERN1	interacts-with	CSNK1D
ERN1	interacts-with	ORMDL3
ERN1	interacts-with	GAK
ERN1	interacts-with	IER3IP1
ERN1	interacts-with	ZFAND4
ERN1	interacts-with	TP53
ERN1	interacts-with	IL6
ERN1	interacts-with	PSMC2
ERN1	interacts-with	TXNDC15
ERN1	interacts-with	UMOD
ERN1	interacts-with	FAS
ERN1	interacts-with	ABL1
ERN1	interacts-with	SCD
ERN1	interacts-with	CD8A
ERN1	interacts-with	TRAF6
ERN1	interacts-with	CRTC2
ERN1	interacts-with	RPS14
ERN1	interacts-with	IL15
ERN1	interacts-with	COL18A1
ERN1	interacts-with	LDHA
ERN1	interacts-with	CRY1
ERN1	interacts-with	CXCL8
ERN1	interacts-with	BCAT1
ERN1	interacts-with	EZH2
ERN1	interacts-with	NMI
ERN1	interacts-with	BAX
ERN1	interacts-with	TRPM6
ERN1	interacts-with	ABCB1
ERN1	interacts-with	CYP7A1
ERN1	interacts-with	TBX1
ERN1	interacts-with	CD4
ERN1	interacts-with	PDHA1
ERN1	interacts-with	LEP
ERN1	interacts-with	PPP3CB
ERN1	interacts-with	MMP2
ERN1	interacts-with	IL13
ERN1	interacts-with	NUP62
ERN1	interacts-with	HMOX1
ERN1	interacts-with	MARVELD2
ERN1	interacts-with	RPS6KB1
ERN1	interacts-with	SCARA3
ERN1	interacts-with	MFN2
ERN1	interacts-with	ADRB3
ERN1	interacts-with	MIR4521
ERN1	interacts-with	ATIC
ERN1	interacts-with	RGS12
ERN1	interacts-with	MIR182
ERN1	interacts-with	MIRLET7G
ERN1	interacts-with	ATP2A1
ERN1	interacts-with	DNAJA4
ERN1	interacts-with	ING1
ERN1	interacts-with	AXIN1
ERN1	interacts-with	HUNK
ERN1	interacts-with	DUOX1
ERN1	interacts-with	PPP2R5B
ERN1	interacts-with	MIR221
